0.18930529	0.23460281	-0.17067766	0.21679032	0.18029106	-0.20802829	0.24927473	-0.20380731
0.33349353	-0.33394617	0.11699288	0.05869719	0.34543225	0.23250102	-0.41629893	-0.20450868
0.15689665	0.38234255	0.6793795	0.3307673	0.20045908	0.5395911	-0.0146995345	-0.1546767
0.20667903	-0.05505338	0.07145997	-0.29052892	-0.14392175	0.22372757	-0.07571899	-0.15706861
-0.0040262905	0.17087804	0.20057203	-0.40992278	0.38305154	0.09984794	-0.53811437	-0.6231159
-0.70782924	0.08575351	-0.52655786	-0.100874454	-0.13119733	0.36424977	-0.3843337	-0.16954695
-0.08091878	-0.7233113	-0.29845288	-0.74895024	0.1610362	-0.19509898	0.06964991	-0.26187092
0.12658557	0.01785126	0.023400659	-0.5634562	-0.53001416	-0.12442824	-0.020210022	-0.23102175
-0.8330989	-0.27133104	-0.11461106	-0.29383388	-0.47805142	-0.29529008	0.092045166	-0.2468499
-0.044555463	-0.16040282	-0.2357979	0.33808303	-0.104525834	-0.05605795	-0.2903695	0.20878376
0.23750621	-0.5440659	0.3035603	0.24449609	-0.096863575	-0.44840562	0.28198624	-0.11806396
-0.48156318	-0.03081251	0.46099034	-0.018741129	0.22288477	-0.08069914	0.5046026	0.24859041
-0.2513172	-0.078539506	0.044784803	0.7499884	-0.5134732	-0.13107136	0.17281592	0.19365868
-0.15020235	0.31514665	0.122415476	-0.098408885	0.14680725	0.04094417	-0.5590023	0.32423857
-0.58968294	-0.43147358	0.5748334	-0.045692515	-0.07301557	-0.11536229	-0.6772185	0.56695276
-0.46816674	-0.049226787	0.16726688	-0.600282	0.46001998	0.3033945	0.0082164435	0.28737998
0.16267075	0.4475274	0.052249808	-0.48101693	-0.60901535	-0.1950077	-0.47978973	0.44073004
0.30804875	-0.2255352	-0.013766043	-0.105717115	-0.63247234	0.15553945	0.38003477	0.19323795
0.27980864	0.013891384	-0.042344823	-0.16608316	0.2364289	0.12682505	-0.108518295	0.85080224
0.0048474497	-0.017342923	-0.111200035	-0.09841757	-0.036593072	0.5982735	0.2528729	0.12841037
0.0417736	-0.7083913	0.83020836	-0.023559116	-0.7013047	0.6390504	-0.23768593	0.2481518
0.29626033	-0.21909603	-0.2737855	-0.014972003	-0.050044063	0.38948125	-0.2971059	0.22331871
-0.2755966	-0.29508138	-0.07786354	-0.5606847	-0.42248198	0.76529336	0.31285873	0.34309855
